times,series,type,obj_id,color,x,y,z,angle
0,0,pedestrian,man3,pink,-24.754,-26.954,0,1.570796
0,0,pedestrian,man4,white,-23.058,-27.761,0,1.570796
0,0,pedestrian,man7,white,17.6,-23.355,0,-1.570796
0,0,pedestrian,man9,blue,-24.933,26.522,0,1.570796
0,0,pedestrian,man10,green,-24.933,28.216,0,1.570796
0,0,pedestrian,man11,white,-23.853,30.288,0,1.570796
0,0,pedestrian,man12,white,14.989,27.345,0,-1.570796
0,0,pedestrian,man13,white,14.989,29.204,0,-1.570796
0,0,pedestrian,man14,white,-36.12,15.558,0,0
0,0,pedestrian,man16,blue,-38.768,14.28,0,0
0,0,pedestrian,man18,white,-39.973,-15.363,0,3.141593
0,1,vehicle,car1,pink,-43.942,-3.157,0,1.636246
0,1,vehicle,car2,blue,-43.833,-7.517,0,1.570796
0,1,vehicle,car3,yellow,-61.984,-6.267,0,1.614539
0,1,vehicle,car4,black,-67.106,-3.029,0,1.570796
0,1,vehicle,car6,red,-50.883,-12.119,0,1.551404
0,1,vehicle,car7,black,-54.75,-7.202,0,1.570796
0,1,vehicle,car10,cyan,-57.982,6.808,0,-1.570796
0,1,vehicle,car11,orange,-26.203,6.213,0,-1.788962
0,1,vehicle,car13,blue,37.291,8.406,0,-1.570796
0,1,vehicle,car15,green,36.758,3.668,0,-1.570796
0,1,vehicle,car30,black,-13.066,46.868,0,0
0,1,vehicle,car31,cyan,-8.148,37.803,0,0
0,1,vehicle,car32,black,-18.143,37,0,0
0,1,vehicle,car44,white,9.495,-37.375,0,3.141593
0,1,vehicle,car42,red,-0.641,-53.095,0,3.141593
0,1,vehicle,car34,white,-8.148,43.596,0,0
0,1,vehicle,car48,white,9.495,-44.51,0,3.141593
0,1,traffic_light,biglights3,green,-30.389,-19.077,0,1.570796
0,1,traffic_light,renlights3,green,-30.389,-19.077,0,1.570796
0,1,traffic_light,renlights4,green,-30.389,-19.077,0,1.570796
0,1,traffic_light,biglights4,red,-30.389,-19.077,0,1.570796
0,1,traffic_light,renlights1,red,-30.389,-19.077,0,1.570796
0,1,traffic_light,renlights2,red,-30.389,-19.077,0,1.570796
0,1,traffic_light,biglights2,red,-30.389,-19.077,0,1.570796
0,1,traffic_light,renlights7,red,-30.389,-19.077,0,1.570796
0,1,traffic_light,renlights8,red,-30.389,-19.077,0,1.570796
0,1,traffic_light,renlights5,red,-30.389,-19.077,0,1.570796
0,1,traffic_light,renlights6,red,-30.389,-19.077,0,1.570796
0,1,traffic_light,biglights1,red,-30.389,-19.077,0,1.570796
0,1,pedestrian,man1,white,-26.203,-29.578,0,1.570796
0,1,pedestrian,man2,black,-25.049,-27.761,0,1.570796
0,1,pedestrian,man3,pink,-24.754,-26.954,0,1.570796
0,1,pedestrian,man4,white,-23.058,-27.761,0,1.570796
0,1,pedestrian,man7,white,17.6,-23.355,0,-1.570796
0,1,pedestrian,man9,blue,-24.933,26.522,0,1.570796
0,1,pedestrian,man10,green,-24.933,28.216,0,1.570796
0,1,pedestrian,man11,white,-23.853,30.288,0,1.570796
0,1,pedestrian,man12,white,14.989,27.345,0,-1.570796
0,1,pedestrian,man13,white,14.989,29.204,0,-1.570796
0,1,pedestrian,man14,white,-36.12,15.558,0,0
0,1,pedestrian,man16,blue,-38.768,14.28,0,0
0,1,pedestrian,man18,white,-39.973,-15.363,0,3.141593
0,2,vehicle,car1,pink,-41.264,-3.217,0,1.701696
0,2,vehicle,car2,blue,-41.039,-7.517,0,1.570796
0,2,vehicle,car3,yellow,-61.002,-5.872,0,1.658282
0,2,vehicle,car4,black,-66.342,-3.029,0,1.570796
0,2,vehicle,car6,red,-48.087,-12.222,0,1.532011
0,2,vehicle,car7,black,-52.304,-7.202,0,1.570796
0,2,vehicle,car10,cyan,-59.116,6.808,0,-1.570796
0,2,vehicle,car11,orange,-27.225,6.846,0,-1.745329
0,2,vehicle,car13,blue,37.291,8.406,0,-1.570796
0,2,vehicle,car15,green,36.758,3.668,0,-1.570796
0,2,vehicle,car30,black,-13.066,45.669,0,0
0,2,vehicle,car31,cyan,-8.148,37.803,0,0
0,2,vehicle,car32,black,-18.143,37,0,0
0,2,vehicle,car44,white,9.495,-37.375,0,3.141593
0,2,vehicle,car42,red,-0.654,-51.247,0,3.141593
0,2,vehicle,car34,white,-8.148,43.596,0,0
0,2,vehicle,car48,white,9.495,-44.51,0,3.141593
0,2,traffic_light,biglights3,green,-30.389,-19.077,0,1.570796
0,2,traffic_light,renlights3,green,-30.389,-19.077,0,1.570796
0,2,traffic_light,renlights4,green,-30.389,-19.077,0,1.570796
0,2,traffic_light,biglights4,red,-30.389,-19.077,0,1.570796
0,2,traffic_light,renlights1,red,-30.389,-19.077,0,1.570796
0,2,traffic_light,renlights2,red,-30.389,-19.077,0,1.570796
0,2,traffic_light,biglights2,red,-30.389,-19.077,0,1.570796
0,2,traffic_light,renlights7,red,-30.389,-19.077,0,1.570796
0,2,traffic_light,renlights8,red,-30.389,-19.077,0,1.570796
0,2,traffic_light,renlights5,red,-30.389,-19.077,0,1.570796
0,2,traffic_light,renlights6,red,-30.389,-19.077,0,1.570796
0,2,traffic_light,biglights1,red,-30.389,-19.077,0,1.570796
0,2,pedestrian,man1,white,-26.203,-29.578,0,1.570796
0,2,pedestrian,man2,black,-25.049,-27.761,0,1.570796
0,2,pedestrian,man3,pink,-24.754,-26.954,0,1.570796
0,2,pedestrian,man4,white,-23.058,-27.761,0,1.570796
0,2,pedestrian,man7,white,17.6,-23.355,0,-1.570796
0,2,pedestrian,man9,blue,-24.933,26.522,0,1.570796
0,2,pedestrian,man10,green,-24.933,28.216,0,1.570796
0,2,pedestrian,man11,white,-23.853,30.288,0,1.570796
0,2,pedestrian,man12,white,14.989,27.345,0,-1.570796
0,2,pedestrian,man13,white,14.989,29.204,0,-1.570796
0,2,pedestrian,man14,white,-36.12,15.558,0,0
0,2,pedestrian,man16,blue,-38.768,14.28,0,0
0,2,pedestrian,man18,white,-39.973,-15.363,0,3.141593
1,0,vehicle,car1,pink,-38.586,-3.122,0,1.767146
1,0,vehicle,car2,blue,-38.246,-7.517,0,1.570796
1,0,vehicle,car3,yellow,-60.021,-5.477,0,1.702024
1,0,vehicle,car4,black,-65.579,-3.029,0,1.570796
1,0,vehicle,car6,red,-45.292,-12.325,0,1.512619
1,0,vehicle,car7,black,-49.858,-7.202,0,1.570796
1,0,vehicle,car10,cyan,-60.251,6.808,0,-1.570796
1,0,vehicle,car11,orange,-28.332,7.314,0,-1.701696
1,0,vehicle,car13,blue,37.291,8.406,0,-1.570796
1,0,vehicle,car15,green,36.758,3.668,0,-1.570796
1,0,vehicle,car30,black,-13.066,44.471,0,0
1,0,vehicle,car31,cyan,-8.148,37.803,0,0
1,0,vehicle,car32,black,-18.143,37,0,0
1,0,vehicle,car44,white,9.495,-37.375,0,3.141593
1,0,vehicle,car42,red,-0.667,-49.398,0,3.141593
1,0,vehicle,car34,white,-8.148,43.596,0,0
1,0,vehicle,car48,white,9.495,-44.51,0,3.141593
1,0,traffic_light,biglights3,green,-30.389,-19.077,0,1.570796
1,0,traffic_light,renlights3,green,-30.389,-19.077,0,1.570796
1,0,traffic_light,renlights4,green,-30.389,-19.077,0,1.570796
1,0,traffic_light,biglights4,red,-30.389,-19.077,0,1.570796
1,0,traffic_light,renlights1,red,-30.389,-19.077,0,1.570796
1,0,traffic_light,renlights2,red,-30.389,-19.077,0,1.570796
1,0,traffic_light,biglights2,red,-30.389,-19.077,0,1.570796
1,0,traffic_light,renlights7,red,-30.389,-19.077,0,1.570796
1,0,traffic_light,renlights8,red,-30.389,-19.077,0,1.570796
1,0,traffic_light,renlights5,red,-30.389,-19.077,0,1.570796
1,0,traffic_light,renlights6,red,-30.389,-19.077,0,1.570796
1,0,traffic_light,biglights1,red,-30.389,-19.077,0,1.570796
1,0,pedestrian,man1,white,-26.203,-29.578,0,1.570796
1,0,pedestrian,man2,black,-25.049,-27.761,0,1.570796
1,0,pedestrian,man3,pink,-24.754,-26.954,0,1.570796
1,0,pedestrian,man4,white,-23.058,-27.761,0,1.570796
1,0,pedestrian,man7,white,17.6,-23.355,0,-1.570796
1,0,pedestrian,man9,blue,-24.933,26.522,0,1.570796
1,0,pedestrian,man10,green,-24.933,28.216,0,1.570796
1,0,pedestrian,man11,white,-23.853,30.288,0,1.570796
1,0,pedestrian,man12,white,14.989,27.345,0,-1.570796
1,0,pedestrian,man13,white,14.989,29.204,0,-1.570796
1,0,pedestrian,man14,white,-36.12,15.558,0,0
1,0,pedestrian,man16,blue,-38.768,14.28,0,0
1,0,pedestrian,man18,white,-39.973,-15.363,0,3.141593
1,1,vehicle,car1,pink,-35.919,-2.872,0,1.832596
1,1,vehicle,car2,blue,-35.452,-7.517,0,1.570796
1,1,vehicle,car3,yellow,-59.049,-5.086,0,1.745329
1,1,vehicle,car3,yellow,-59.049,-5.086,0,1.745329
1,1,vehicle,car4,black,-64.823,-3.029,0,1.570796
1,1,vehicle,car4,black,-64.823,-3.029,0,1.570796
1,1,vehicle,car6,red,-42.497,-12.428,0,1.493226
1,1,vehicle,car7,black,-47.412,-7.202,0,1.570796
1,1,vehicle,car10,cyan,-61.386,6.808,0,-1.570796
1,1,vehicle,car11,orange,-29.498,7.606,0,-1.658063
1,1,vehicle,car13,blue,37.291,8.406,0,-1.570796
1,1,vehicle,car15,green,36.758,3.668,0,-1.570796
1,1,vehicle,car30,black,-13.066,43.272,0,0
1,1,vehicle,car31,cyan,-8.148,37.803,0,0
1,1,vehicle,car32,black,-18.143,37,0,0
1,1,vehicle,car44,white,9.495,-37.375,0,3.141593
1,1,vehicle,car42,red,-0.679,-47.55,0,3.141593
1,1,vehicle,car34,white,-8.148,43.596,0,0
1,1,vehicle,car48,white,9.495,-44.51,0,3.141593
1,1,traffic_light,biglights3,green,-30.389,-19.077,0,1.570796
1,1,traffic_light,renlights3,green,-30.389,-19.077,0,1.570796
1,1,traffic_light,renlights4,green,-30.389,-19.077,0,1.570796
1,1,traffic_light,biglights4,red,-30.389,-19.077,0,1.570796
1,1,traffic_light,renlights1,red,-30.389,-19.077,0,1.570796
1,1,traffic_light,renlights2,red,-30.389,-19.077,0,1.570796
1,1,traffic_light,biglights2,red,-30.389,-19.077,0,1.570796
1,1,traffic_light,renlights7,red,-30.389,-19.077,0,1.570796
1,1,traffic_light,renlights8,red,-30.389,-19.077,0,1.570796
1,1,traffic_light,renlights5,red,-30.389,-19.077,0,1.570796
1,1,traffic_light,renlights6,red,-30.389,-19.077,0,1.570796
1,1,traffic_light,biglights1,red,-30.389,-19.077,0,1.570796
1,1,pedestrian,man1,white,-24.8,-29.578,0,1.570796
1,1,pedestrian,man2,black,-23.684,-27.761,0,1.570796
1,1,pedestrian,man3,pink,-23.156,-26.954,0,1.570796
1,1,pedestrian,man4,white,-21.541,-27.761,0,1.570796
1,1,pedestrian,man7,white,16.128,-23.355,0,-1.570796
1,1,pedestrian,man9,blue,-24.933,26.522,0,1.570796
1,1,pedestrian,man10,green,-24.933,28.216,0,1.570796
1,1,pedestrian,man11,white,-23.853,30.288,0,1.570796
1,1,pedestrian,man12,white,14.989,27.345,0,-1.570796
1,1,pedestrian,man13,white,14.989,29.204,0,-1.570796
1,1,pedestrian,man14,white,-36.12,15.558,0,0
1,1,pedestrian,man16,blue,-38.768,14.28,0,0
1,1,pedestrian,man18,white,-39.973,-15.363,0,3.141593
1,2,vehicle,car1,pink,-33.27,-2.469,0,1.898046
1,2,vehicle,car2,blue,-32.658,-7.517,0,1.570796
1,2,vehicle,car3,yellow,-58.105,-4.829,0,1.710282
1,2,vehicle,car4,black,-64.823,-3.029,0,1.570796
1,2,vehicle,car6,red,-39.701,-12.531,0,1.473834
1,2,vehicle,car7,black,-44.967,-7.202,0,1.570796
1,2,vehicle,car10,cyan,-62.521,6.808,0,-1.570796
1,2,vehicle,car11,orange,-30.695,7.715,0,-1.61443
1,2,vehicle,car13,blue,37.291,8.406,0,-1.570796
1,2,vehicle,car15,green,36.758,3.668,0,-1.570796
1,2,vehicle,car30,black,-13.066,42.073,0,0
1,2,vehicle,car31,cyan,-8.148,37.803,0,0
1,2,vehicle,car32,black,-18.143,37,0,0
1,2,vehicle,car44,white,9.495,-37.375,0,3.141593
1,2,vehicle,car42,red,-0.692,-45.702,0,3.141593
1,2,vehicle,car34,white,-8.148,43.596,0,0
1,2,vehicle,car48,white,9.495,-44.51,0,3.141593
1,2,traffic_light,biglights3,green,-30.389,-19.077,0,1.570796
1,2,traffic_light,renlights3,green,-30.389,-19.077,0,1.570796
1,2,traffic_light,renlights4,green,-30.389,-19.077,0,1.570796
1,2,traffic_light,biglights4,red,-30.389,-19.077,0,1.570796
1,2,traffic_light,renlights1,red,-30.389,-19.077,0,1.570796
1,2,traffic_light,renlights2,red,-30.389,-19.077,0,1.570796
1,2,traffic_light,biglights2,red,-30.389,-19.077,0,1.570796
1,2,traffic_light,renlights7,red,-30.389,-19.077,0,1.570796
1,2,traffic_light,renlights8,red,-30.389,-19.077,0,1.570796
1,2,traffic_light,renlights5,red,-30.389,-19.077,0,1.570796
1,2,traffic_light,renlights6,red,-30.389,-19.077,0,1.570796
1,2,traffic_light,biglights1,red,-30.389,-19.077,0,1.570796
1,2,pedestrian,man1,white,-23.396,-29.578,0,1.570796
1,2,pedestrian,man2,black,-22.319,-27.761,0,1.570796
1,2,pedestrian,man3,pink,-21.557,-26.954,0,1.570796
1,2,pedestrian,man4,white,-20.025,-27.761,0,1.570796
1,2,pedestrian,man7,white,14.656,-23.355,0,-1.570796
1,2,pedestrian,man9,blue,-24.933,26.522,0,1.570796
1,2,pedestrian,man10,green,-24.933,28.216,0,1.570796
1,2,pedestrian,man11,white,-23.853,30.288,0,1.570796
1,2,pedestrian,man12,white,14.989,27.345,0,-1.570796
1,2,pedestrian,man13,white,14.989,29.204,0,-1.570796
1,2,pedestrian,man14,white,-36.12,15.558,0,0
1,2,pedestrian,man16,blue,-38.768,14.28,0,0
1,2,pedestrian,man18,white,-39.973,-15.363,0,3.141593
2,0,vehicle,car1,pink,-30.649,-1.912,0,1.963495
2,0,vehicle,car2,blue,-29.864,-7.517,0,1.570796
2,0,vehicle,car3,yellow,-57.161,-4.572,0,1.675236
2,0,vehicle,car4,black,-64.823,-3.029,0,1.570796
2,0,vehicle,car6,red,-36.906,-12.634,0,1.454441
2,0,vehicle,car7,black,-42.521,-7.202,0,1.570796
2,0,vehicle,car10,cyan,-63.656,6.808,0,-1.570796
2,0,vehicle,car11,orange,-31.894,7.638,0,-1.570796
2,0,vehicle,car11,orange,-31.894,7.638,0,-1.570796
2,0,vehicle,car13,blue,37.291,8.406,0,-1.570796
2,0,vehicle,car15,green,36.758,3.668,0,-1.570796
2,0,vehicle,car30,black,-13.066,40.874,0,0
2,0,vehicle,car31,cyan,-8.148,37.803,0,0
2,0,vehicle,car32,black,-18.143,37,0,0
2,0,vehicle,car44,white,9.495,-37.375,0,3.141593
2,0,vehicle,car42,red,-0.704,-43.854,0,3.141593
2,0,vehicle,car34,white,-8.148,43.596,0,0
2,0,vehicle,car48,white,9.495,-44.51,0,3.141593
2,0,traffic_light,biglights3,green,-30.389,-19.077,0,1.570796
2,0,traffic_light,renlights3,green,-30.389,-19.077,0,1.570796
2,0,traffic_light,renlights4,green,-30.389,-19.077,0,1.570796
2,0,traffic_light,biglights4,red,-30.389,-19.077,0,1.570796
2,0,traffic_light,renlights1,red,-30.389,-19.077,0,1.570796
2,0,traffic_light,renlights2,red,-30.389,-19.077,0,1.570796
2,0,traffic_light,biglights2,red,-30.389,-19.077,0,1.570796
2,0,traffic_light,renlights7,red,-30.389,-19.077,0,1.570796
2,0,traffic_light,renlights8,red,-30.389,-19.077,0,1.570796
2,0,traffic_light,renlights5,red,-30.389,-19.077,0,1.570796
2,0,traffic_light,renlights6,red,-30.389,-19.077,0,1.570796
2,0,traffic_light,biglights1,red,-30.389,-19.077,0,1.570796
2,0,pedestrian,man1,white,-21.993,-29.578,0,1.570796
2,0,pedestrian,man2,black,-20.954,-27.761,0,1.570796
2,0,pedestrian,man3,pink,-19.958,-26.954,0,1.570796
2,0,pedestrian,man4,white,-18.508,-27.761,0,1.570796
2,0,pedestrian,man7,white,13.184,-23.355,0,-1.570796
2,0,pedestrian,man9,blue,-24.933,26.522,0,1.570796
2,0,pedestrian,man10,green,-24.933,28.216,0,1.570796
2,0,pedestrian,man11,white,-23.853,30.288,0,1.570796
2,0,pedestrian,man12,white,14.989,27.345,0,-1.570796
2,0,pedestrian,man13,white,14.989,29.204,0,-1.570796
2,0,pedestrian,man14,white,-36.12,15.558,0,0
2,0,pedestrian,man16,blue,-38.768,14.28,0,0
2,0,pedestrian,man18,white,-39.973,-15.363,0,3.141593
2,1,vehicle,car1,pink,-28.065,-1.205,0,2.028945
2,1,vehicle,car2,blue,-27.07,-7.517,0,1.570796
2,1,vehicle,car3,yellow,-56.216,-4.314,0,1.640189
2,1,vehicle,car4,black,-64.823,-3.029,0,1.570796
2,1,vehicle,car6,red,-34.111,-12.737,0,1.435048
2,1,vehicle,car7,black,-40.075,-7.202,0,1.570796
2,1,vehicle,car10,cyan,-64.79,6.808,0,-1.570796
2,1,vehicle,car11,orange,-34.458,7.638,0,-1.570796
2,1,vehicle,car13,blue,37.291,8.406,0,-1.570796
2,1,vehicle,car15,green,36.758,3.668,0,-1.570796
2,1,vehicle,car30,black,-13.066,39.676,0,0
2,1,vehicle,car31,cyan,-8.148,37.803,0,0
2,1,vehicle,car32,black,-18.143,37,0,0
2,1,vehicle,car44,white,9.495,-37.375,0,3.141593
2,1,vehicle,car42,red,-0.717,-42.005,0,3.141593
2,1,vehicle,car34,white,-8.148,43.596,0,0
2,1,vehicle,car48,white,9.495,-44.51,0,3.141593
2,1,traffic_light,biglights3,green,-30.389,-19.077,0,1.570796
2,1,traffic_light,renlights3,green,-30.389,-19.077,0,1.570796
2,1,traffic_light,renlights4,green,-30.389,-19.077,0,1.570796
2,1,traffic_light,biglights4,red,-30.389,-19.077,0,1.570796
2,1,traffic_light,renlights1,red,-30.389,-19.077,0,1.570796
2,1,traffic_light,renlights2,red,-30.389,-19.077,0,1.570796
2,1,traffic_light,biglights2,red,-30.389,-19.077,0,1.570796
2,1,traffic_light,renlights7,red,-30.389,-19.077,0,1.570796
2,1,traffic_light,renlights8,red,-30.389,-19.077,0,1.570796
2,1,traffic_light,renlights5,red,-30.389,-19.077,0,1.570796
2,1,traffic_light,renlights6,red,-30.389,-19.077,0,1.570796
2,1,traffic_light,biglights1,red,-30.389,-19.077,0,1.570796
2,1,pedestrian,man1,white,-20.589,-29.578,0,1.570796
2,1,pedestrian,man2,black,-19.589,-27.761,0,1.570796
2,1,pedestrian,man3,pink,-18.359,-26.954,0,1.570796
2,1,pedestrian,man4,white,-16.991,-27.761,0,1.570796
2,1,pedestrian,man7,white,11.713,-23.355,0,-1.570796
2,1,pedestrian,man9,blue,-24.933,26.522,0,1.570796
2,1,pedestrian,man10,green,-24.933,28.216,0,1.570796
2,1,pedestrian,man11,white,-23.853,30.288,0,1.570796
2,1,pedestrian,man12,white,14.989,27.345,0,-1.570796
2,1,pedestrian,man13,white,14.989,29.204,0,-1.570796
2,1,pedestrian,man14,white,-36.12,15.558,0,0
2,1,pedestrian,man16,blue,-38.768,14.28,0,0
2,1,pedestrian,man18,white,-39.973,-15.363,0,3.141593
2,2,vehicle,car1,pink,-25.526,-0.35,0,2.094395
2,2,vehicle,car2,blue,-24.277,-7.517,0,1.570796
2,2,vehicle,car3,yellow,-55.272,-4.057,0,1.605142
2,2,vehicle,car4,black,-64.823,-3.029,0,1.570796
2,2,vehicle,car6,red,-31.315,-12.84,0,1.415656
2,2,vehicle,car7,black,-37.629,-7.202,0,1.570796
2,2,vehicle,car10,cyan,-65.925,6.808,0,-1.570796
2,2,vehicle,car11,orange,-37.021,7.638,0,-1.570796
2,2,vehicle,car13,blue,37.291,8.406,0,-1.570796
2,2,vehicle,car15,green,36.758,3.668,0,-1.570796
2,2,vehicle,car30,black,-13.066,38.477,0,0
2,2,vehicle,car31,cyan,-8.148,37.803,0,0
2,2,vehicle,car32,black,-18.143,37,0,0
2,2,vehicle,car44,white,9.495,-37.375,0,3.141593
2,2,vehicle,car42,red,-0.73,-40.157,0,3.141593
2,2,vehicle,car34,white,-8.148,43.596,0,0
2,2,vehicle,car48,white,9.495,-44.51,0,3.141593
2,2,traffic_light,biglights3,green,-30.389,-19.077,0,1.570796
2,2,traffic_light,renlights3,green,-30.389,-19.077,0,1.570796
2,2,traffic_light,renlights4,green,-30.389,-19.077,0,1.570796
2,2,traffic_light,biglights4,red,-30.389,-19.077,0,1.570796
2,2,traffic_light,renlights1,red,-30.389,-19.077,0,1.570796
2,2,traffic_light,renlights2,red,-30.389,-19.077,0,1.570796
2,2,traffic_light,biglights2,red,-30.389,-19.077,0,1.570796
2,2,traffic_light,renlights7,red,-30.389,-19.077,0,1.570796
2,2,traffic_light,renlights8,red,-30.389,-19.077,0,1.570796
2,2,traffic_light,renlights5,red,-30.389,-19.077,0,1.570796
2,2,traffic_light,renlights6,red,-30.389,-19.077,0,1.570796
2,2,traffic_light,biglights1,red,-30.389,-19.077,0,1.570796
2,2,pedestrian,man1,white,-19.186,-29.578,0,1.570796
2,2,pedestrian,man2,black,-18.224,-27.761,0,1.570796
2,2,pedestrian,man3,pink,-16.761,-26.954,0,1.570796
2,2,pedestrian,man4,white,-15.474,-27.761,0,1.570796
2,2,pedestrian,man7,white,10.241,-23.355,0,-1.570796
2,2,pedestrian,man9,blue,-24.933,26.522,0,1.570796
2,2,pedestrian,man10,green,-24.933,28.216,0,1.570796
2,2,pedestrian,man11,white,-23.853,30.288,0,1.570796
2,2,pedestrian,man12,white,14.989,27.345,0,-1.570796
2,2,pedestrian,man13,white,14.989,29.204,0,-1.570796
2,2,pedestrian,man14,white,-36.12,15.558,0,0
2,2,pedestrian,man16,blue,-38.768,14.28,0,0
2,2,pedestrian,man18,white,-39.973,-15.363,0,3.141593
3,0,vehicle,car1,pink,-23.04,0.651,0,2.159845
3,0,vehicle,car2,blue,-21.483,-7.517,0,1.570796
3,0,vehicle,car3,yellow,-54.347,-3.805,0,1.570796
3,0,vehicle,car4,black,-64.823,-3.029,0,1.570796
3,0,vehicle,car4,black,-64.823,-3.029,0,1.570796
3,0,vehicle,car6,red,-28.52,-12.943,0,1.396263
3,0,vehicle,car6,red,-28.52,-12.943,0,1.396263
3,0,vehicle,car7,black,-35.183,-7.202,0,1.570796
3,0,vehicle,car10,cyan,-67.06,6.808,0,-1.570796
3,0,vehicle,car11,orange,-39.585,7.638,0,-1.570796
3,0,vehicle,car13,blue,37.291,8.406,0,-1.570796
3,0,vehicle,car15,green,36.758,3.668,0,-1.570796
3,0,vehicle,car30,black,-13.066,37.278,0,0
3,0,vehicle,car30,black,-13.066,37.278,0,0
3,0,vehicle,car31,cyan,-8.148,37.803,0,0
3,0,vehicle,car32,black,-18.143,37,0,0
3,0,vehicle,car44,white,9.495,-37.375,0,3.141593
3,0,vehicle,car42,red,-0.742,-38.309,0,3.141593
3,0,vehicle,car42,red,-0.742,-38.309,0,3.141593
3,0,vehicle,car34,white,-8.148,43.596,0,0
3,0,vehicle,car48,white,9.495,-44.51,0,3.141593
3,0,traffic_light,biglights3,green,-30.389,-19.077,0,1.570796
3,0,traffic_light,renlights3,green,-30.389,-19.077,0,1.570796
3,0,traffic_light,renlights4,green,-30.389,-19.077,0,1.570796
3,0,traffic_light,biglights4,red,-30.389,-19.077,0,1.570796
3,0,traffic_light,renlights1,red,-30.389,-19.077,0,1.570796
3,0,traffic_light,renlights2,red,-30.389,-19.077,0,1.570796
3,0,traffic_light,biglights2,red,-30.389,-19.077,0,1.570796
3,0,traffic_light,renlights7,red,-30.389,-19.077,0,1.570796
3,0,traffic_light,renlights8,red,-30.389,-19.077,0,1.570796
3,0,traffic_light,renlights5,red,-30.389,-19.077,0,1.570796
3,0,traffic_light,renlights6,red,-30.389,-19.077,0,1.570796
3,0,traffic_light,biglights1,red,-30.389,-19.077,0,1.570796
3,0,pedestrian,man1,white,-17.782,-29.578,0,1.570796
3,0,pedestrian,man2,black,-16.859,-27.761,0,1.570796
3,0,pedestrian,man3,pink,-15.162,-26.954,0,1.570796
3,0,pedestrian,man4,white,-13.957,-27.761,0,1.570796
3,0,pedestrian,man5,white,-23.058,-27.761,0,1.570796
3,0,pedestrian,man7,white,8.769,-23.355,0,-1.570796
3,0,pedestrian,man9,blue,-24.933,26.522,0,1.570796
3,0,pedestrian,man10,green,-24.933,28.216,0,1.570796
3,0,pedestrian,man11,white,-23.853,30.288,0,1.570796
3,0,pedestrian,man12,white,14.989,27.345,0,-1.570796
3,0,pedestrian,man13,white,14.989,29.204,0,-1.570796
3,0,pedestrian,man14,white,-36.12,15.558,0,0
3,0,pedestrian,man16,blue,-38.768,14.28,0,0
3,0,pedestrian,man18,white,-39.973,-15.363,0,3.141593
3,1,vehicle,car1,pink,-20.617,1.794,0,2.225295
3,1,vehicle,car2,blue,-18.689,-7.517,0,1.570796
3,1,vehicle,car3,yellow,-50.677,-3.805,0,1.570796
3,1,vehicle,car4,black,-61.346,-3.029,0,1.574675
3,1,vehicle,car6,red,-27.486,-13.952,0,1.192642
3,1,vehicle,car7,black,-32.737,-7.202,0,1.570796
3,1,vehicle,car10,cyan,-68.194,6.808,0,-1.570796
3,1,vehicle,car11,orange,-42.149,7.638,0,-1.570796
3,1,vehicle,car13,blue,37.291,8.406,0,-1.570796
3,1,vehicle,car15,green,36.758,3.668,0,-1.570796
3,1,vehicle,car30,black,-13.066,37.278,0,0
3,1,vehicle,car31,cyan,-8.148,37.803,0,0
3,1,vehicle,car32,black,-18.143,37,0,0
3,1,vehicle,car44,white,9.495,-37.375,0,3.141593
