times,series,type,obj_id,color,longitude,latitude,elevation,heading
1,2,pedestrian,man9,blue,106.4680716,29.5104392,0.0,90.0
1,2,pedestrian,man10,green,106.4680716,29.5104698,0.0,90.0
1,2,pedestrian,man11,white,106.4680939,29.5105072,0.0,90.0
1,2,pedestrian,man12,white,106.4688951,29.5104543,0.0,-90.0
1,2,pedestrian,man13,white,106.4688951,29.5104878,0.0,-90.0
1,2,pedestrian,man14,white,106.4678409,29.5102413,0.0,0.0
1,2,pedestrian,man16,blue,106.4677863,29.5102183,0.0,0.0
1,2,pedestrian,man18,white,106.4677616,29.5096834,0.0,180.0
2,0,vehicle,car1,pink,106.4679539,29.5099262,0.0,112.5
2,0,vehicle,car2,blue,106.4679701,29.5098250,0.0,90.0
2,0,vehicle,car3,yellow,106.4674070,29.5098780,0.0,96.0
2,0,vehicle,car4,black,106.4672490,29.5099058,0.0,90.0
2,0,vehicle,car6,red,106.4678249,29.5097327,0.0,83.3
2,0,vehicle,car7,black,106.4677090,29.5098306,0.0,90.0
2,0,vehicle,car10,cyan,106.4672730,29.5100833,0.0,-90.0
2,0,vehicle,car11,orange,106.4679282,29.5100985,0.0,-90.0
2,0,vehicle,car11,orange,106.4679282,29.5100985,0.0,-90.0
2,0,vehicle,car13,blue,106.4693553,29.5101127,0.0,-90.0
2,0,vehicle,car15,green,106.4693443,29.5100272,0.0,-90.0
2,0,vehicle,car30,black,106.4683163,29.5106982,0.0,0.0
2,0,vehicle,car31,cyan,106.4684178,29.5106429,0.0,0.0
2,0,vehicle,car32,black,106.4682116,29.5106283,0.0,0.0
2,0,vehicle,car44,white,106.4687822,29.5092865,0.0,180.0
2,0,vehicle,car42,red,106.4685718,29.5091695,0.0,180.0
2,0,vehicle,car34,white,106.4684178,29.5107474,0.0,0.0
2,0,vehicle,car48,white,106.4687822,29.5091577,0.0,180.0
2,0,traffic_light,biglights3,green,106.4679594,29.5096164,0.0,90.0
2,0,traffic_light,renlights3,green,106.4679594,29.5096164,0.0,90.0
2,0,traffic_light,renlights4,green,106.4679594,29.5096164,0.0,90.0
2,0,traffic_light,biglights4,red,106.4679594,29.5096164,0.0,90.0
2,0,traffic_light,renlights1,red,106.4679594,29.5096164,0.0,90.0
2,0,traffic_light,renlights2,red,106.4679594,29.5096164,0.0,90.0
2,0,traffic_light,biglights2,red,106.4679594,29.5096164,0.0,90.0
2,0,traffic_light,renlights7,red,106.4679594,29.5096164,0.0,90.0
2,0,traffic_light,renlights8,red,106.4679594,29.5096164,0.0,90.0
2,0,traffic_light,renlights5,red,106.4679594,29.5096164,0.0,90.0
2,0,traffic_light,renlights6,red,106.4679594,29.5096164,0.0,90.0
2,0,traffic_light,biglights1,red,106.4679594,29.5096164,0.0,90.0
2,0,pedestrian,man1,white,106.4681326,29.5094270,0.0,90.0
2,0,pedestrian,man2,black,106.4681540,29.5094598,0.0,90.0
2,0,pedestrian,man3,pink,106.4681746,29.5094744,0.0,90.0
2,0,pedestrian,man4,white,106.4682045,29.5094598,0.0,90.0
2,0,pedestrian,man7,white,106.4688582,29.5095395,0.0,-90.0
2,0,pedestrian,man9,blue,106.4680716,29.5104392,0.0,90.0
2,0,pedestrian,man10,green,106.4680716,29.5104698,0.0,90.0
2,0,pedestrian,man11,white,106.4680939,29.5105072,0.0,90.0
2,0,pedestrian,man12,white,106.4688951,29.5104543,0.0,-90.0
2,0,pedestrian,man13,white,106.4688951,29.5104878,0.0,-90.0
2,0,pedestrian,man14,white,106.4678409,29.5102413,0.0,0.0
2,0,pedestrian,man16,blue,106.4677863,29.5102183,0.0,0.0
2,0,pedestrian,man18,white,106.4677616,29.5096834,0.0,180.0
2,1,vehicle,car1,pink,106.4680072,29.5099389,0.0,116.2
2,1,vehicle,car2,blue,106.4680277,29.5098250,0.0,90.0
2,1,vehicle,car3,yellow,106.4674265,29.5098827,0.0,94.0
2,1,vehicle,car4,black,106.4672490,29.5099058,0.0,90.0
2,1,vehicle,car6,red,106.4678825,29.5097308,0.0,82.2
2,1,vehicle,car7,black,106.4677595,29.5098307,0.0,90.0
2,1,vehicle,car10,cyan,106.4672496,29.5100833,0.0,-90.0
2,1,vehicle,car11,orange,106.4678753,29.5100984,0.0,-90.0
2,1,vehicle,car13,blue,106.4693553,29.5101127,0.0,-90.0
2,1,vehicle,car15,green,106.4693443,29.5100272,0.0,-90.0
2,1,vehicle,car30,black,106.4683164,29.5106766,0.0,0.0
2,1,vehicle,car31,cyan,106.4684178,29.5106429,0.0,0.0
2,1,vehicle,car32,black,106.4682116,29.5106283,0.0,0.0
2,1,vehicle,car44,white,106.4687822,29.5092865,0.0,180.0
2,1,vehicle,car42,red,106.4685715,29.5092029,0.0,180.0
2,1,vehicle,car34,white,106.4684178,29.5107474,0.0,0.0
2,1,vehicle,car48,white,106.4687822,29.5091577,0.0,180.0
2,1,traffic_light,biglights3,green,106.4679594,29.5096164,0.0,90.0
2,1,traffic_light,renlights3,green,106.4679594,29.5096164,0.0,90.0
2,1,traffic_light,renlights4,green,106.4679594,29.5096164,0.0,90.0
2,1,traffic_light,biglights4,red,106.4679594,29.5096164,0.0,90.0
2,1,traffic_light,renlights1,red,106.4679594,29.5096164,0.0,90.0
2,1,traffic_light,renlights2,red,106.4679594,29.5096164,0.0,90.0
2,1,traffic_light,biglights2,red,106.4679594,29.5096164,0.0,90.0
2,1,traffic_light,renlights7,red,106.4679594,29.5096164,0.0,90.0
2,1,traffic_light,renlights8,red,106.4679594,29.5096164,0.0,90.0
2,1,traffic_light,renlights5,red,106.4679594,29.5096164,0.0,90.0
2,1,traffic_light,renlights6,red,106.4679594,29.5096164,0.0,90.0
2,1,traffic_light,biglights1,red,106.4679594,29.5096164,0.0,90.0
2,1,pedestrian,man1,white,106.4681616,29.5094270,0.0,90.0
2,1,pedestrian,man2,black,106.4681822,29.5094598,0.0,90.0
2,1,pedestrian,man3,pink,106.4682075,29.5094744,0.0,90.0
2,1,pedestrian,man4,white,106.4682358,29.5094598,0.0,90.0
2,1,pedestrian,man7,white,106.4688278,29.5095395,0.0,-90.0
2,1,pedestrian,man9,blue,106.4680716,29.5104392,0.0,90.0
2,1,pedestrian,man10,green,106.4680716,29.5104698,0.0,90.0
2,1,pedestrian,man11,white,106.4680939,29.5105072,0.0,90.0
2,1,pedestrian,man12,white,106.4688951,29.5104543,0.0,-90.0
2,1,pedestrian,man13,white,106.4688951,29.5104878,0.0,-90.0
2,1,pedestrian,man14,white,106.4678409,29.5102413,0.0,0.0
2,1,pedestrian,man16,blue,106.4677863,29.5102183,0.0,0.0
2,1,pedestrian,man18,white,106.4677616,29.5096834,0.0,180.0
2,2,vehicle,car1,pink,106.4680596,29.5099544,0.0,120.0
2,2,vehicle,car2,blue,106.4680854,29.5098250,0.0,90.0
2,2,vehicle,car3,yellow,106.4674460,29.5098873,0.0,92.0
2,2,vehicle,car4,black,106.4672490,29.5099058,0.0,90.0
2,2,vehicle,car6,red,106.4679402,29.5097290,0.0,81.1
2,2,vehicle,car7,black,106.4678099,29.5098307,0.0,90.0
2,2,vehicle,car10,cyan,106.4672262,29.5100833,0.0,-90.0
2,2,vehicle,car11,orange,106.4678224,29.5100984,0.0,-90.0
2,2,vehicle,car13,blue,106.4693553,29.5101127,0.0,-90.0
2,2,vehicle,car15,green,106.4693443,29.5100272,0.0,-90.0
2,2,vehicle,car30,black,106.4683164,29.5106550,0.0,0.0
2,2,vehicle,car31,cyan,106.4684178,29.5106429,0.0,0.0
2,2,vehicle,car32,black,106.4682116,29.5106283,0.0,0.0
2,2,vehicle,car44,white,106.4687822,29.5092865,0.0,180.0
2,2,vehicle,car42,red,106.4685713,29.5092362,0.0,180.0
2,2,vehicle,car34,white,106.4684178,29.5107474,0.0,0.0
2,2,vehicle,car48,white,106.4687822,29.5091577,0.0,180.0
2,2,traffic_light,biglights3,green,106.4679594,29.5096164,0.0,90.0
2,2,traffic_light,renlights3,green,106.4679594,29.5096164,0.0,90.0
2,2,traffic_light,renlights4,green,106.4679594,29.5096164,0.0,90.0
2,2,traffic_light,biglights4,red,106.4679594,29.5096164,0.0,90.0
2,2,traffic_light,renlights1,red,106.4679594,29.5096164,0.0,90.0
2,2,traffic_light,renlights2,red,106.4679594,29.5096164,0.0,90.0
2,2,traffic_light,biglights2,red,106.4679594,29.5096164,0.0,90.0
2,2,traffic_light,renlights7,red,106.4679594,29.5096164,0.0,90.0
2,2,traffic_light,renlights8,red,106.4679594,29.5096164,0.0,90.0
2,2,traffic_light,renlights5,red,106.4679594,29.5096164,0.0,90.0
2,2,traffic_light,renlights6,red,106.4679594,29.5096164,0.0,90.0
2,2,traffic_light,biglights1,red,106.4679594,29.5096164,0.0,90.0
2,2,pedestrian,man1,white,106.4681905,29.5094270,0.0,90.0
2,2,pedestrian,man2,black,106.4682103,29.5094598,0.0,90.0
2,2,pedestrian,man3,pink,106.4682405,29.5094744,0.0,90.0
2,2,pedestrian,man4,white,106.4682671,29.5094598,0.0,90.0
2,2,pedestrian,man7,white,106.4687975,29.5095394,0.0,-90.0
2,2,pedestrian,man9,blue,106.4680716,29.5104392,0.0,90.0
2,2,pedestrian,man10,green,106.4680716,29.5104698,0.0,90.0
2,2,pedestrian,man11,white,106.4680939,29.5105072,0.0,90.0
2,2,pedestrian,man12,white,106.4688951,29.5104543,0.0,-90.0
2,2,pedestrian,man13,white,106.4688951,29.5104878,0.0,-90.0
2,2,pedestrian,man14,white,106.4678409,29.5102413,0.0,0.0
2,2,pedestrian,man16,blue,106.4677863,29.5102183,0.0,0.0
2,2,pedestrian,man18,white,106.4677616,29.5096834,0.0,180.0
3,0,vehicle,car1,pink,106.4681108,29.5099724,0.0,123.8
3,0,vehicle,car2,blue,106.4681430,29.5098251,0.0,90.0
3,0,vehicle,car3,yellow,106.4674651,29.5098919,0.0,90.0
3,0,vehicle,car4,black,106.4672490,29.5099058,0.0,90.0
3,0,vehicle,car4,black,106.4672490,29.5099058,0.0,90.0
3,0,vehicle,car6,red,106.4679979,29.5097271,0.0,80.0
3,0,vehicle,car6,red,106.4679979,29.5097271,0.0,80.0
3,0,vehicle,car7,black,106.4678604,29.5098307,0.0,90.0
3,0,vehicle,car10,cyan,106.4672028,29.5100833,0.0,-90.0
3,0,vehicle,car11,orange,106.4677695,29.5100984,0.0,-90.0
3,0,vehicle,car13,blue,106.4693553,29.5101127,0.0,-90.0
